Date,Close
Apr-18,0.681744667
Mar-18,0.73610871
Feb-18,0.977361321
Jan-18,1.877741935
Dec-17,0.817817065
Nov-17,0.225505433
Oct-17,0.225622516
Sep-17,0.198299967
Aug-17,0.190284516
Jul-17,0.201056548
Jun-17,0.285941033
May-17,0.223567032
Apr-17,0.035583667
Mar-17,0.007871581
Feb-17,0.006096571
Jan-17,0.006527516
Dec-16,0.006572032
Nov-16,0.007716167
Oct-16,0.008238839
Sep-16,0.0068394
Aug-16,0.006057742
Jul-16,0.006431516
Jun-16,0.006252267
May-16,0.006097839
Apr-16,0.0068609
Mar-16,0.008076323
Feb-16,0.007888379
Jan-16,0.005759161
Dec-15,0.00638471
Nov-15,0.004448067
Oct-15,0.005041774
Sep-15,0.007325267
Aug-15,0.008027129
Jul-15,0.008803226
Jun-15,0.0094235
May-15,0.007271645
Apr-15,0.008218533
Mar-15,0.010189516
Feb-15,0.013810536
Jan-15,0.017713548
Dec-14,0.019860194
Nov-14,0.006933533
Oct-14,0.004881839
Sep-14,0.0048236
Aug-14,0.005132194
Jul-14,0.004760935
Jun-14,0.004111333
May-14,0.005458452
Apr-14,0.0066944
Mar-14,0.013489903
Feb-14,0.016719464
Jan-14,0.022079677
Dec-13,0.032344226
Nov-13,0.012841667
Oct-13,0.008042742
Sep-13,0.0084691
