Date,Close
Apr-18,521.1043333
Mar-18,625.7622581
Feb-18,873.1182143
Jan-18,1103.645806
Dec-17,640.2096774
Nov-17,357.9426667
Oct-17,306.2474194
Sep-17,293.0483333
Aug-17,301.6093548
Jul-17,224.1241935
Jun-17,313.7346667
May-17,125.7493548
Apr-17,50.33666667
Mar-17,34.7916129
Feb-17,12.37107143
Jan-17,10.2016129
Dec-16,7.841290323
Nov-16,9.971333333
Oct-16,12.07645161
Sep-16,12.47
Aug-16,11.11290323
Jul-16,11.87290323
Jun-16,14.34333333
May-16,11.36580645
Apr-16,8.943333333
Mar-16,11.17451613
Feb-16,4.546551724
Jan-16,1.49507829
Dec-15,0.886125387
Nov-15,0.931536067
Oct-15,0.661092323
Sep-15,0.988950033
